date, pm25, pm10, o3, no2, so2, co
2021/12/27, 25, 21, 7, 7, , 
2021/12/28, 41, 27, 2, 7, , 
2021/12/29, 53, 21, 3, 8, , 
2021/12/30, 42, 23, 2, 7, , 
2021/12/31, 45, 34, 2, 8, , 
2022/1/1, 68, 30, 4, 6, , 
2022/1/2, 59, 35, 9, 7, , 
2021/7/1, 9, 6, 23, 5, , 
2021/7/2, 10, 12, 25, 8, , 
2021/7/3, 23, 15, 28, 4, , 
2021/7/4, 27, 8, 27, 4, , 
2021/7/5, 15, 9, 32, 6, , 
2021/7/6, 16, 9, 25, 5, , 
2021/7/7, 17, 7, 18, 4, , 
2021/7/8, 15, 5, 23, 5, , 
2021/7/9, 10, 8, 26, 4, , 
2021/7/10, 15, 8, 25, 4, , 
2021/7/11, 15, 7, 26, 3, , 
2021/7/12, 13, 8, 24, 5, , 
2021/7/13, 15, 7, 31, 4, , 
2021/7/14, 14, 6, 32, 4, , 
2021/7/15, 11, 8, 37, 4, , 
2021/7/16, 16, 11, 43, 6, , 
2021/7/17, 21, 9, 29, 4, , 
2021/7/18, 18, 12, 37, 5, , 
2021/7/19, 23, 9, 35, 5, , 
2021/7/20, 17, 6, 30, 4, , 
2021/7/21, 12, 9, 33, 6, , 
2021/7/22, 19, 7, 14, 2, , 
2021/7/23, 15, 8, 28, 5, , 
2021/7/24, 15, 10, 33, 3, , 
2021/7/25, 20, 8, 33, 4, , 
2021/7/26, 16, 5, 32, 4, , 
2021/7/27, 10, 5, 27, 4, , 
2021/7/28, 10, 8, 32, 5, , 
2021/7/29, 15, 11, 35, 4, , 
2021/7/30, 21, 11, 37, 4, , 
2021/7/31, 20, 4, 30, 2, , 
2021/8/1, 8, 7, 39, 3, , 
2021/8/2, 14, 10, 32, 4, , 
2021/8/3, 18, 16, 30, 5, , 
2021/8/4, 32, 18, 28, 4, , 
2021/8/5, 35, 13, 27, 4, , 
2021/8/6, 25, 10, 22, 4, , 
2021/8/7, 18, 15, 28, 5, , 
2021/8/8, 29, 18, 32, 4, , 
2021/8/9, 35, 6, 27, 3, , 
2021/8/10, 13, 7, 25, 2, , 
2021/8/11, 15, 8, 26, 2, , 
2021/8/12, 17, 6, 26, 3, , 
2021/8/13, 11, 9, 29, 3, , 
2021/8/14, 18, 9, 24, 2, , 
2021/8/15, 18, 9, 28, 3, , 
2021/8/16, 18, 5, 27, 2, , 
2021/8/17, 11, 5, 30, 3, , 
2021/8/18, 10, 7, 31, 3, , 
2021/8/19, 15, 6, 25, 4, , 
2021/8/20, 11, 7, 25, 5, , 
2021/8/21, 14, 8, 28, 3, , 
2021/8/22, 16, 11, 27, 3, , 
2021/8/23, 22, 13, 31, 3, , 
2021/8/24, 26, 9, 31, 3, , 
2021/8/25, 18, 6, 32, 2, , 
2021/8/26, 13, 5, 25, 2, , 
2021/8/27, 10, 6, 29, 2, , 
2021/8/28, 12, 7, 29, 3, , 
2021/8/29, 13, 13, 26, 6, , 
2021/8/30, 26, 8, 23, 4, , 
2021/8/31, 17, 11, 20, 3, , 
2021/9/1, 22, 7, 20, 1, , 
2021/9/2, 15, 15, 15, , , 
2021/9/3, 30, 13, 16, 1, , 
2021/9/4, 26, 6, 10, , , 
2021/9/5, 12, , , , , 
2021/9/10, 27, 14, 13, , , 
2021/9/11, 25, 20, 15, 1, , 
2021/9/12, 36, 25, 13, , , 
2021/9/13, 48, 12, 12, , , 
2021/9/14, 23, 8, 11, 1, , 
2021/9/15, 15, 11, 13, 1, , 
2021/9/16, 21, 9, 14, , , 
2021/9/17, 17, 10, 12, , , 
2021/9/18, 18, 12, 15, , , 
2021/9/19, 22, 9, 11, , , 
2021/9/20, 17, 14, 13, , , 
2021/9/21, 27, 16, 13, , , 
2021/9/22, 31, 11, 11, , , 
2021/9/23, 22, 10, 11, , , 
2021/9/24, 20, 6, 10, 1, , 
2021/9/25, 11, 8, 11, , , 
2021/9/26, 15, 9, 12, , , 
2021/9/27, 16, 13, 10, , , 
2021/9/28, 24, 22, 16, , , 
2021/9/29, 41, 22, 18, , , 
2021/9/30, 41, 17, 17, , , 
2021/4/1, 53, 22, 14, 4, , 
2021/4/2, 42, 24, 15, 4, , 
2021/4/3, 47, 21, 14, 5, , 
2021/4/4, 41, 23, 15, 5, , 
2021/4/5, 43, 26, 13, 5, , 
2021/4/6, 49, 21, 14, 5, , 
2021/4/7, 40, 20, 15, 5, , 
2021/4/8, 37, 17, 7, 4, , 
2021/4/9, 32, 21, 7, 6, , 
2021/4/10, 42, 26, 13, 6, , 
2021/4/11, 49, 17, 15, 5, , 
2021/4/12, 33, 15, 12, 5, , 
2021/4/13, 28, 17, 16, 5, , 
2021/4/14, 31, 15, 14, 4, , 
2021/4/15, 28, 16, 15, 4, , 
2021/4/16, 30, 11, 9, 3, , 
2021/4/17, 23, 14, 8, 4, , 
2021/4/18, 28, 14, 15, 4, , 
2021/4/19, 27, 16, 17, 4, , 
2021/4/20, 29, 15, 17, 4, , 
2021/4/21, 28, 13, 18, 3, , 
2021/4/22, 25, 15, 17, 3, , 
2021/4/23, 29, 18, 18, 3, , 
2021/4/24, 34, 15, 15, 2, , 
2021/4/25, 31, 12, 14, 4, , 
2021/4/26, 23, 15, 10, 4, , 
2021/4/27, 28, 17, 7, 4, , 
2021/4/28, 31, 8, 14, 3, , 
2021/4/29, 14, , , , , 
2021/5/4, 24, 11, 14, 4, , 
2021/5/5, 21, 14, 15, 4, , 
2021/5/6, 27, 19, 15, 4, , 
2021/5/7, 37, 18, 16, 3, , 
2021/5/8, 34, 15, 16, 3, , 
2021/5/9, 29, 16, 17, 4, , 
2021/5/10, 29, 15, 16, 3, , 
2021/5/11, 27, 15, 20, 5, , 
2021/5/12, 29, 10, 16, 3, , 
2021/5/13, 19, 13, 16, 4, , 
2021/5/14, 24, 12, 16, 2, , 
2021/5/15, 24, 15, 16, 2, , 
2021/5/16, 29, 13, 16, 3, , 
2021/5/17, 24, 11, 15, 2, , 
2021/5/18, 20, 13, 18, 3, , 
2021/5/19, 25, 13, 18, 3, , 
2021/5/20, 24, 14, 17, 2, , 
2021/5/21, 27, 13, 18, 2, , 
2021/5/22, 24, 13, 16, 2, , 
2021/5/23, 25, 8, 14, 3, , 
2021/5/24, 14, 11, 13, 4, , 
2021/5/25, 21, 12, 13, 2, , 
2021/5/26, 24, 9, 15, 3, , 
2021/5/27, 17, 12, 13, 3, , 
2021/5/28, 23, 15, 18, 4, , 
2021/5/29, 29, 14, 18, 3, , 
2021/5/30, 28, 14, 14, 5, , 
2021/5/31, 26, 16, 18, 5, , 
2021/6/1, 29, 18, 13, 5, , 
2021/6/2, 34, 23, 16, 2, , 
2021/6/3, 45, 12, 14, 4, , 
2021/6/4, 23, 17, 14, 5, , 
2021/6/5, 32, 34, 22, 4, , 
2021/6/6, 65, 18, 15, 3, , 
2021/6/7, 36, 16, 13, 2, , 
2021/6/8, 32, 11, 11, 2, , 
2021/6/9, 21, 11, 12, 2, , 
2021/6/10, 23, 8, 10, 2, , 
2021/6/11, 16, 7, 12, 1, , 
2021/6/12, 14, 3, 13, 1, , 
2021/6/13, 6, 4, 12, 2, , 
2021/6/14, 7, 6, 11, 3, , 
2021/6/15, 12, 11, 10, 4, , 
2021/6/16, 21, 7, 12, 3, , 
2021/6/17, 12, 7, 13, 4, , 
2021/6/18, 12, 8, 9, 4, , 
2021/6/19, 15, 7, 11, 4, , 
2021/6/20, 11, 12, 11, 5, , 
2021/6/21, 23, 13, 21, 4, , 
2021/6/22, 25, 7, 24, 6, , 
2021/6/23, 11, 12, 18, 4, , 
2021/6/24, 23, 12, 29, 6, , 
2021/6/25, 23, 8, 29, 5, , 
2021/6/26, 16, 6, 24, 5, , 
2021/6/27, 11, 8, 25, 7, , 
2021/6/28, 14, 12, 26, 7, , 
2021/6/29, 22, 9, 27, 8, , 
2021/6/30, 16, 7, 24, 6, , 
2021/1/4, 70, 36, 6, 16, , 
2021/1/5, 71, 26, 2, 10, , 
2021/1/6, 52, 17, 7, 10, , 
2021/1/7, 33, 4, 8, 8, , 
2021/1/8, 8, 5, 8, 10, , 
2021/1/9, 10, 6, 8, 8, , 
2021/1/10, 12, 6, 8, 7, , 
2021/1/11, 11, 6, 6, 10, , 
2021/1/12, 11, 15, 12, 12, , 
2021/1/13, 26, 17, 7, 17, , 
2021/1/14, 30, 17, 2, 15, , 
2021/1/15, 32, 9, 1, 12, , 
2021/1/16, 18, 5, 9, 8, , 
2021/1/17, 10, 6, 7, 11, , 
2021/1/18, 12, 10, 8, 13, , 
2021/1/19, 20, 7, 8, 12, , 
2021/1/20, 14, 6, 2, 9, , 
2021/1/21, 13, 5, 2, 13, , 
2021/1/22, 11, 7, 3, 10, , 
2021/1/23, 14, 7, 1, 11, , 
2021/1/24, 13, 3, 1, 7, , 
2021/1/25, 6, 3, 2, 7, , 
2021/1/26, 6, 5, 1, 7, , 
2021/1/27, 10, 3, 1, 10, , 
2021/1/28, 7, 4, 2, 9, , 
2021/1/29, 7, , 2, 14, , 
2021/2/1, 58, 30, 1, 7, , 
2021/2/2, 57, 39, 1, 10, , 
2021/2/3, 74, 35, 2, 7, , 
2021/2/4, 68, 43, 1, 9, , 
2021/2/5, 85, 40, 2, 10, , 
2021/2/6, 78, 48, 1, 11, , 
2021/2/7, 97, 20, 6, 3, , 
2021/2/8, 40, 16, 9, 3, , 
2021/2/9, 33, 37, 8, 6, , 
2021/2/10, 72, 44, 9, 5, , 
2021/2/11, 88, 30, 4, 3, , 
2021/2/12, 60, 27, 7, 4, , 
2021/2/13, 53, 26, 3, 4, , 
2021/2/14, 50, 36, 3, 5, , 
2021/2/15, 71, 28, 1, 4, , 
2021/2/16, 55, 25, 1, 6, , 
2021/2/17, 47, 28, 1, 5, , 
2021/2/18, 55, 48, 2, 10, , 
2021/2/19, 97, 53, 2, 9, , 
2021/2/20, 112, 39, 3, 9, , 
2021/2/21, 75, 28, 1, 7, , 
2021/2/22, 56, 31, 1, 7, , 
2021/2/23, 61, 27, 1, 9, , 
2021/2/24, 53, 22, 1, 5, , 
2021/2/25, 42, 22, 2, 4, , 
2021/2/26, 44, 22, 1, 5, , 
2021/2/27, 44, 26, 1, 7, , 
2021/2/28, 53, 16, 2, 7, , 
2021/3/1, 31, 20, 2, 6, , 
2021/3/2, 35, , , , , 
2021/3/5, 57, 27, 7, 5, , 
2021/3/6, 49, 28, 8, 5, , 
2021/3/7, 49, 28, 4, 5, , 
2021/3/8, 54, 21, 6, 4, , 
2021/3/9, 39, 19, 6, 4, , 
2021/3/10, 35, 20, 5, 5, , 
2021/3/11, 38, 21, 9, 5, , 
2021/3/12, 38, 28, 7, 5, , 
2021/3/13, 54, 31, 10, 7, , 
2021/3/14, 58, 27, 5, 6, , 
2021/3/15, 50, 20, 6, 4, , 
2021/3/16, 40, 23, 6, 5, , 
2021/3/17, 45, 23, 6, 6, , 
2021/3/18, 44, 21, 7, 4, , 
2021/3/19, 40, 18, 13, 4, , 
2021/3/20, 35, 15, 9, 3, , 
2021/3/21, 27, 25, 9, 6, , 
2021/3/22, 42, 37, 4, 5, , 
2021/3/23, 59, , , , , 
2020/10/1, 19, 14, 19, 8, , 
2020/10/2, 27, 14, 20, 9, , 
2020/10/3, 27, 12, 19, 9, , 
2020/10/4, 24, 12, 18, 9, , 
2020/10/5, 22, 12, 16, 12, , 
2020/10/6, 23, 13, 12, 14, , 
2020/10/7, 24, 12, 12, 12, , 
2020/10/8, 20, 11, 10, 8, , 
2020/10/9, 19, 14, 12, 10, , 
2020/10/10, 24, 12, 12, 10, , 
2020/10/11, 22, 18, 13, 10, , 
2020/10/12, 35, 20, 13, 9, , 
2020/10/13, 35, 10, 8, 4, , 
2020/10/14, 20, 2, 5, 6, , 
2020/10/15, 5, 3, 9, 4, , 
2020/10/16, 6, 6, 8, 7, , 
2020/10/17, 10, 8, 8, 7, , 
2020/10/18, 16, , , , , 
2020/10/20, 19, 10, 16, 8, , 
2020/10/21, 17, 24, 8, 18, , 
2020/10/22, 38, 27, 16, 15, , 
2020/10/23, 47, 24, 19, 18, , 
2020/10/24, 45, 23, 19, 12, , 
2020/10/25, 45, 25, 9, 13, , 
2020/10/26, 48, 16, 13, 11, , 
2020/10/27, 32, 15, 9, 8, , 
2020/10/28, 30, 13, 5, 10, , 
2020/10/29, 26, 6, 7, 8, , 
2020/10/30, 13, 14, 5, 12, , 
2020/10/31, 26, 24, 15, 11, , 
2020/11/1, 47, 24, 12, 12, , 
2020/11/2, 47, 11, 10, 11, , 
2020/11/3, 21, 21, 11, 16, , 
2020/11/4, 40, 32, 21, 12, , 
2020/11/5, 62, 30, 12, 13, , 
2020/11/6, 60, 26, 10, 13, , 
2020/11/7, 51, 25, 12, 13, , 
2020/11/8, 49, 34, 15, 17, , 
2020/11/9, 65, 34, 13, 16, , 
2020/11/10, 62, 26, 14, 18, , 
2020/11/11, 48, 31, 17, 18, , 
2020/11/12, 58, 29, 15, 17, , 
2020/11/13, 54, 27, 15, 17, , 
2020/11/14, 51, 22, 10, 9, , 
2020/11/15, 43, 16, 3, 8, , 
2020/11/16, 33, 20, 5, 12, , 
2020/11/17, 40, 18, 9, 14, , 
2020/11/18, 36, 17, 8, 14, , 
2020/11/19, 33, 17, 8, 16, , 
2020/11/20, 32, 14, 10, 13, , 
2020/11/21, 27, 15, 12, 11, , 
2020/11/22, 30, 14, 8, 15, , 
2020/11/23, 27, 16, 14, 14, , 
2020/11/24, 32, 19, 22, 11, , 
2020/11/25, 38, 18, 26, 9, , 
2020/11/26, 35, 16, 30, 8, , 
2020/11/27, 31, 15, 11, 9, , 
2020/11/28, 29, 13, 19, 7, , 
2020/11/29, 26, 22, 30, 11, , 
2020/11/30, 41, 25, 22, 14, , 
2020/12/1, 48, 33, 17, 15, , 
2020/12/2, 65, 31, 17, 12, , 
2020/12/3, 61, 17, 12, 9, , 
2020/12/4, 33, 22, 21, 10, , 
2020/12/5, 42, 34, 31, 10, , 
2020/12/6, 67, 36, 18, 12, , 
2020/12/7, 70, 30, 18, 12, , 
2020/12/8, 60, 33, 25, 14, , 
2020/12/9, 64, 29, 22, 14, , 
2020/12/10, 58, 40, 30, 12, , 
2020/12/11, 79, 23, 23, 9, , 
2020/12/12, 45, 20, 19, 9, , 
2020/12/13, 40, 15, 8, 8, , 
2020/12/14, 29, 5, 4, 6, , 
2020/12/15, 10, 6, 9, 6, , 
2020/12/16, 13, 8, 5, 8, , 
2020/12/17, 17, 8, 8, 7, , 
2020/12/18, 15, 13, 10, 7, , 
2020/12/19, 25, 14, 16, 7, , 
2020/12/20, 29, 17, 14, 10, , 
2020/12/21, 34, 23, 18, 10, , 
2020/12/22, 45, 29, 21, 13, , 
2020/12/23, 56, 21, 14, 13, , 
2020/12/24, 42, 35, 19, 16, , 
2020/12/25, 68, 22, 13, 13, , 
2020/12/26, 43, 20, 2, 11, , 
2020/12/27, 40, 7, 4, 9, , 
2020/12/28, 15, 4, 1, 5, , 
2020/12/29, 8, , , , , 
2020/12/31, 23, 19, 21, 15, , 
2021/1/1, 37, 23, 23, 12, , 
2021/1/2, 44, 25, 23, 12, , 
2021/1/3, 50, 34, 21, 15, , 
2020/7/10, 9, 11, 20, 12, , 3
2020/7/11, 16, 17, , 8, , 2
2020/7/12, 28, 14, , 9, , 3
2020/7/13, 20, 11, , 8, , 2
2020/7/14, 17, 16, , 7, , 2
2020/7/15, 27, 13, , 7, , 1
2020/7/16, 22, 10, , 7, , 1
2020/7/17, 15, 11, , 9, , 2
2020/7/18, 17, 16, , 9, , 2
2020/7/19, 26, 15, , 6, , 2
2020/7/20, 27, 15, , 8, , 1
2020/7/21, 24, 13, , 8, , 22
2020/7/22, 20, 10, , 9, , 2
2020/7/23, 16, 14, , 9, , 1
2020/7/24, 25, 16, , 7, , 1
2020/7/25, 27, 13, , 7, , 1
2020/7/26, 23, 14, , 6, , 1
2020/7/27, 25, 25, , 10, , 2
2020/7/28, 44, 21, , 9, , 3
2020/7/29, 39, 20, , 11, , 3
2020/7/30, 36, 12, , 14, , 3
2020/7/31, 22, , , 9, , 1
2020/8/3, 10, 3, , 9, , 4
2020/8/4, 6, 2, , 7, , 2
2020/8/5, 5, 4, , 7, , 2
2020/8/6, 9, 6, 19, 6, , 1
2020/8/7, 12, 5, 21, 7, , 1
2020/8/8, 10, 7, 24, 6, , 1
2020/8/9, 14, 7, 26, 6, , 1
2020/8/10, 14, 4, 28, 8, , 2
2020/8/11, 7, 5, 29, 6, , 1
2020/8/12, 11, 5, 31, 7, , 2
2020/8/13, 9, 5, 25, 6, , 1
2020/8/14, 9, 5, 18, 9, , 2
2020/8/15, 11, 4, 20, 8, , 1
2020/8/16, 8, 4, 22, 7, , 2
2020/8/17, 9, 4, 18, 7, , 1
2020/8/18, 8, 5, 16, 6, , 1
2020/8/19, 11, 9, 19, 8, , 2
2020/8/20, 18, 6, 22, 6, , 2
2020/8/21, 11, 9, 20, 6, , 2
2020/8/22, 17, 9, 19, 7, , 2
2020/8/23, 18, 8, 22, 8, , 2
2020/8/24, 16, 4, 24, 8, , 2
2020/8/25, 8, 5, 48, 7, , 2
2020/8/26, 11, 10, 20, 11, , 3
2020/8/27, 21, 10, 27, 9, , 3
2020/8/28, 20, 8, 32, 8, , 2
2020/8/29, 17, 10, 31, 8, , 2
2020/8/30, 20, 7, 30, 11, , 3
2020/8/31, 15, 6, 22, 8, , 2
2020/9/1, 13, 12, 20, 9, , 3
2020/9/2, 25, 16, 26, 8, , 4
2020/9/3, 32, 12, 29, 8, , 4
2020/9/4, 24, 9, 26, 10, , 4
2020/9/5, 18, 7, 24, 9, , 
2020/9/6, 15, 4, 26, 6, , 
2020/9/7, 9, 9, 18, 7, , 
2020/9/8, 58, 10, 21, 8, , 3
2020/9/9, 21, 8, 23, 10, , 
2020/9/10, 16, 10, 21, 8, , 
2020/9/11, 21, 9, 23, 9, , 
2020/9/12, 19, 6, 18, 9, , 
2020/9/13, 12, 10, 20, 4, , 
2020/9/14, 18, 15, 16, 9, , 
2020/9/15, 26, 13, 17, 8, , 
2020/9/16, 24, 17, 21, 7, , 
2020/9/17, 31, 6, 22, 9, , 
2020/9/18, 11, 6, 15, 7, , 
2020/9/19, 12, 12, 10, 8, , 
2020/9/20, 21, 16, 13, 9, , 
2020/9/21, 31, 14, 17, 12, , 
2020/9/22, 26, 16, 18, 8, , 
2020/9/23, 31, 5, 18, 9, , 
2020/9/24, 9, 13, 13, 7, , 
2020/9/25, 23, 10, 21, 9, , 
2020/9/26, 18, 8, 22, 5, , 
2020/9/27, 16, 13, 14, 5, , 
2020/9/28, 24, 18, 17, 10, , 
2020/9/29, 32, 16, 20, 12, , 
2020/9/30, 28, 10, 21, 13, , 
2020/4/1, 44, 23, 16, 13, , 4
2020/4/2, 46, 13, 23, 11, , 3
2020/4/3, 26, 11, 15, 9, , 3
2020/4/4, 20, 13, 15, 7, , 3
2020/4/5, 25, 17, 17, 9, , 3
2020/4/6, 31, 27, 19, 11, , 4
2020/4/7, 49, 36, 18, 16, , 5
2020/4/8, 67, 34, 27, 11, , 4
2020/4/9, 64, 34, 41, 11, , 3
2020/4/10, 67, 35, 49, 10, , 3
2020/4/11, 67, 21, 31, 10, , 3
2020/4/12, 40, 20, 17, 10, , 3
2020/4/13, 38, 27, 28, 10, , 3
2020/4/14, 49, 35, 39, 11, , 3
2020/4/15, 64, 36, 38, 10, , 2
2020/4/16, 68, 21, 48, 9, , 2
2020/4/17, 42, 22, 76, 10, , 2
2020/4/18, 40, 23, 86, 8, , 1
2020/4/19, 44, 21, 114, 8, , 1
2020/4/20, 39, 25, 80, 10, , 2
2020/4/21, 45, 15, 73, 9, , 1
2020/4/22, 28, 10, 23, 9, , 2
2020/4/23, 20, 14, 20, 9, , 3
2020/4/24, 26, 15, 20, 6, , 2
2020/4/25, 30, 17, 17, 7, , 2
2020/4/26, 31, 21, 23, 11, , 3
2020/4/27, 36, 37, 37, 17, , 4
2020/4/28, 58, 44, 69, 14, , 4
2020/4/29, 75, 33, 49, 11, , 2
2020/4/30, 58, 22, 35, 11, , 2
2020/5/1, 40, 20, 42, 8, , 3
2020/5/2, 36, 19, 65, 10, , 1
2020/5/3, 34, 20, 84, 11, , 1
2020/5/4, 35, 21, 92, 7, , 1
2020/5/5, 37, 19, 80, 8, , 1
2020/5/6, 33, 20, 104, 7, , 1
2020/5/7, 33, 19, 88, 7, , 1
2020/5/8, 33, 15, 91, 9, , 2
2020/5/9, 25, 16, 48, 11, , 2
2020/5/10, 25, 19, 88, 7, , 1
2020/5/11, 34, 18, 93, 11, , 3
2020/5/12, 31, 14, 40, 9, , 2
2020/5/13, 25, 12, 35, 10, , 2
2020/5/14, 20, 16, 74, 10, , 1
2020/5/15, 28, 16, 44, 10, , 1
2020/5/16, 26, 17, 59, 7, , 1
2020/5/17, 27, 12, 44, 10, , 2
2020/5/18, 18, 14, 38, 12, , 2
2020/5/19, 24, 18, , 9, , 
2020/5/20, 28, 24, , 12, , 
2020/5/21, 35, 20, , 11, , 
2020/5/22, 26, 14, , 8, , 
2020/5/23, 25, 15, , 7, , 
2020/5/24, 28, 16, , 7, , 
2020/5/25, 26, 14, , 10, , 
2020/5/26, 22, 14, , 9, , 
2020/5/27, 24, 21, , 9, , 
2020/5/28, 34, 20, , 9, , 
2020/5/29, 34, 16, , 7, , 
2020/5/30, 28, 23, , 10, , 
2020/5/31, 36, 15, , 9, , 
2020/6/1, 24, 19, , 10, , 
2020/6/2, 31, 22, , 9, , 
2020/6/3, 35, 19, , 8, , 
2020/6/4, 32, 22, , 11, , 
2020/6/5, 38, 30, , 9, , 
2020/6/6, 54, 35, , 12, , 
2020/6/7, 58, 23, , 14, , 
2020/6/8, 35, 21, , 10, , 
2020/6/9, 30, 22, , 10, , 
2020/6/10, 39, , , , , 
2020/6/14, 19, 11, 43, 7, , 1
2020/6/15, 22, 11, 36, 9, , 
2020/6/16, 19, 11, 32, 11, , 
2020/6/17, 15, 8, 41, 7, , 
2020/6/18, 14, 14, 38, 8, , 
2020/6/19, 24, 10, 38, 8, , 
2020/6/20, 17, 9, 33, 7, , 
2020/6/21, 15, 12, 37, 8, , 
2020/6/22, 19, 10, 37, 7, , 
2020/6/23, 14, 10, 29, 10, , 
2020/6/24, 15, 16, 36, 7, , 
2020/6/25, 27, 13, 31, 11, , 
2020/6/26, 23, 1, 31, 9, , 2
2020/6/27, 1, , 38, 6, , 1
2020/1/2, 11, , , 12, , 2
2020/1/6, 18, 19, 25, 18, , 3
2020/1/7, 32, 21, 23, 20, , 2
2020/1/8, 33, 25, 36, 14, , 2
2020/1/9, 40, 20, 24, 16, , 2
2020/1/10, 31, 23, 21, 14, , 2
2020/1/11, 36, 22, 9, 12, , 4
2020/1/12, 34, 42, 8, 21, , 5
2020/1/13, 79, 36, 12, 18, , 5
2020/1/14, 68, 39, 25, 17, , 5
2020/1/15, 68, 28, 33, 11, , 2
2020/1/16, 49, 29, 7, 11, , 4
2020/1/17, 51, 33, 11, 13, , 5
2020/1/18, 64, 30, 13, 11, , 5
2020/1/19, 55, 37, 11, 12, , 5
2020/1/20, 70, 37, 13, 12, , 5
2020/1/21, 72, 37, 14, 11, , 5
2020/1/22, 70, 46, 27, 11, , 7
2020/1/23, 93, 19, 29, 4, , 1
2020/1/24, 37, 13, 23, 6, , 2
2020/1/25, 26, 9, 14, 5, , 3
2020/1/26, 16, 16, 16, 6, , 4
2020/1/27, 30, 25, 9, 10, , 4
2020/1/28, 46, 40, 6, 8, , 4
2020/1/29, 77, 46, 18, 14, , 5
2020/1/30, 88, 55, 27, 18, , 5
2020/1/31, 110, 51, 14, 11, , 4
2020/2/1, 106, 49, 13, 11, , 3
2020/2/2, 96, 31, 15, 10, , 3
2020/2/3, 59, 15, 16, 11, , 4
2020/2/4, 30, 22, 18, 11, , 4
2020/2/5, 43, 21, 18, 12, , 4
2020/2/6, 39, 27, 21, 13, , 4
2020/2/7, 53, 17, 19, 9, , 3
2020/2/8, 32, 19, 13, 8, , 4
2020/2/9, 34, 32, 13, 12, , 3
2020/2/10, 57, 33, 15, 12, , 4
2020/2/11, 61, 27, 19, 11, , 3
2020/2/12, 49, 31, 29, 12, , 3
2020/2/13, 58, 26, 41, 10, , 2
2020/2/14, 47, 30, 42, 9, , 2
2020/2/15, 54, 30, 16, 11, , 3
2020/2/16, 45, 38, 14, 15, , 3
2020/2/17, 58, 43, 26, 15, , 3
2020/2/18, 73, 48, 23, 16, , 3
2020/2/19, 89, 67, 15, 16, , 4
2020/2/20, 150, 67, 18, 16, , 4
2020/2/21, 151, 59, 22, 18, , 5
2020/2/22, 123, 69, 20, 14, , 6
2020/2/23, 142, 41, 28, 11, , 2
2020/2/24, 73, 41, 22, 14, , 2
2020/2/25, 75, 38, 30, 12, , 2
2020/2/26, 68, 29, 29, 13, , 2
2020/2/27, 46, 21, 26, 12, , 1
2020/2/28, 35, 21, 16, 14, , 2
2020/2/29, 35, 26, 30, 12, , 1
2020/3/1, 47, 25, 33, 13, , 2
